SubmissionDate,duration,caseid,enumname,v2_03,v2_03_1,v2_03_2,v2_03_3,v2_03_4,v2_03_5,v2_03_6,v2_03_7,v2_03_8,v2_03__44,v2_03_oth,v2_04c,v2_04b,v2_04a,v2_06_years,v2_06_months,QQ1,QQ1_1,QQ1_2,QQ1_3,QQ1_4,QQ1_5,QQ1_6,QQ1_7,QQ1_8,QQ1_9,QQ1__44,QQ1_8888,QQ1_9999,QQ1_oth,QQ2,QQ2_1,QQ2_2,QQ2_3,QQ2_4,QQ2_5,QQ2_6,QQ2_7,QQ2_8,QQ2_9,QQ2_10,QQ2__44,QQ2_8888,QQ2_9999,QQ2_oth,QQ3,QQ3_1,QQ3_2,QQ3_3,QQ3_4,QQ3_5,QQ3_6,QQ3_7,QQ3_8,QQ3_9,QQ3__44,QQ3_8888,QQ3_9999,QQ3_oth,QQ4,QQ4_1,QQ4_2,QQ4_3,QQ4_4,QQ4_8888,QQ4_oth,QQ5,QQ5a,QQ5a_date,QQ5b,QQ5b_1,QQ5b_2,QQ5b_3,QQ5b_4,QQ5b_5,QQ5b_6,QQ5b__44,QQ5b_8888,QQ5b_9999,QQ5b_oth,QQ5c,QQ5c_1,QQ5c_2,QQ5c_3,QQ5c_4,QQ5c_5,QQ5c_6,QQ5c__44,QQ5c_8888,QQ5c_9999,QQ5c_oth,QQ5c_1,QQ5c_2,v3_04,v3_04_1,v3_04_2,v3_04_3,v3_04_4,v3_04_5,v3_04_6,v3_04_7,v3_04__44,v3_04_8888,v3_04_9999,v3_04_8,v3_04_oth,QQ6,QQ6_1,QQ6_2,QQ6_3,QQ6_4,QQ6_5,QQ6_6,QQ6_7,QQ6_8,QQ6_9,QQ6_10,QQ6_11,QQ6_12,QQ6__44,QQ6_8888,QQ6_9999,QQ6_oth,QQ_comments,v4_10a,v4_10a_add,v5_05,v5_05_oth,v5_07,v5_07_1,v5_07_2,v5_07_3,v5_07_4,v5_07_5,v5_07_6,v5_07_7,v5_07__44,v5_07_8888,v5_07_9999,v5_07_oth,v5_09,v5_09_1,v5_09_2,v5_09_3,v5_09_4,v5_09_5,v5_09_6,v5_09_7,v5_09_8,v5_09_9,v5_09__44,v5_09_8888,v5_09_9999,v5_09_oth,v5_10,v5_10_1,v5_10_2,v5_10_3,v5_10_4,v5_10__44,v5_10_8888,v5_10_9999,v5_10_oth,v5_comments,v4_11a,v4_11b,v4_11b_1,v4_11b_2,v4_11b_3,v4_11b_4,v4_11b_5,v4_11b_6,v4_11b__44,v4_11b_8888,v4_11b_9999,v4_11b_oth,v4_13c,v4_13c_1,v4_13c_2,v4_13c_3,v4_13c_4,v4_13c_8888,v4_13c_9999,v4_13a,v4_13d_yn,v4_13d_mins,v4_13d_hours,v4_13d_days,v4_13b_yn,v4_13b,v4_13e,v4_13f_yn,v4_13f_mins,v4_13f_hours,v4_13f_days,v4_03,v4_03_1,v4_03_2,v4_03_3,v4_03_4,v4_03_5,v4_03_6,v4_03_7,v4_03__44,v4_03_8888,v4_03_9999,v4_03_oth,v4_03a,v4_04,v4_04_1,v4_04_2,v4_04_3,v4_04__44,v4_04_8888,v4_04_9999,v4_04_oth,v4_07,v4_07_1,v4_07_2,v4_07_3,v4_07_4,v4_07_5,v4_07_6,v4_07_7,v4_07__44,v4_07_8888,v4_07_9999,v4_07_oth,v4_comments,v3_01a,v3_01b,v3_01b_1,v3_01b_2,v3_01b_3,v3_01b_4,v3_01b__44,v3_01b_8888,v3_01b_9999,v3_01b_oth,v3_02a,v3_02,v3_05,v3_05_1,v3_05_2,v3_05_3,v3_05_4,v3_05__44,v3_05_8888,v3_05_9999,v3_05_5,v3_05_oth,v3_06,v3_06_1,v3_06_2,v3_06_3,v3_06_4,v3_06_5,v3_06_8888,v3_06__44,v3_06_9999,v3_06_oth,v3_07,v3_07_1,v3_07_2,v3_07_3,v3_07_4,v3_07_5,v3_07_6,v3_07_7,v3_07_8,v3_07_9,v3_07_10,v3_07_11,v3_07_12,v3_07__44,v3_07_8888,v3_07_9999,v3_07_oth,v3_comments,v4_01,v4_01_1,v4_01_2,v4_01_3,v4_01_4,v4_01_5,v4_01_6,v4_01_7,v4_01_8,v4_01_9,v4_01__44,v4_01_8888,v4_01_9999,v4_01_oth,v4_08a,v4_08b,v4_08b_1,v4_08b_2,v4_08b_3,v4_08b_4,v4_08b_5,v4_08b__44,v4_08b_8888,v4_08b_9999,v4_08b_oth,v4_09,v4_09_oth,v4_12a,v4_12b,v4_12b_1,v4_12b_2,v4_12b_3,v4_12b_4,v4_12b_5,v4_12b_6,v4_12b__44,v4_12b_8888,v4_12b_9999,v4_12b_oth,v5_03,v5_03_1,v5_03_2,v5_03_0,v5_03__44,v5_03_oth,v5_06,v5_06_1,v5_06_2,v5_06_3,v5_06_4,v5_06_5,v5_06_6,v5_06__44,v5_06_8888,v5_06_9999,v5_06_oth,v5_04,v5_04_1,v5_04_2,v5_04_3,v5_04_4,v5_04_5,v5_04_6,v5_04_7,v5_04_8,v5_04_9,v5_04_10,v5_04__44,v5_04_8888,v5_04_9999,v5_04_oth,endinfo_2,endinfo_3,endinfo_3a,askinfo,info_count,askinfo_loop_count,endinfo_comment
6/26/21 17:43,1634,11710,-1,8,0,0,0,0,0,0,0,1,0,,8,-1,-1,6,,1 2 4 9 -44,1,1,0,1,0,0,0,0,1,1,0,0,diarrhoea,1 3 4,1,0,1,1,0,0,0,0,0,0,0,0,0,,3 8 -44,0,0,1,0,0,0,0,1,0,1,0,0,hawa pugne room ma rakhne,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-44,0,0,0,1,0,0,0,1,0,0,0,"longterm medication, ulcer, asthma",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,5,covid ko bela baithak nai hudaina,2,,1,1,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3 4 -44,1,1,1,1,1,0,0,PPE suit,,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,1,,3,,8888,,,,,,,7,0,0,0,0,0,0,1,0,0,0,,2,8888,0,0,0,0,1,0,,Apr-44,0,0,0,1,0,0,0,1,0,0,Sabaile sallah sujhab dinchan,no,0,1 2,1,1,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,2 6 8 9,0,1,0,0,0,1,0,1,1,0,0,0,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,1,0,,5,0,0,0,0,1,0,0,0,0,,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 17:48,1372,13595,-1,8,0,0,0,0,0,0,0,1,0,,9,-1,-1,4,,1 2 4 5 8,1,1,0,1,1,0,0,1,0,0,0,0,,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,,3,0,0,1,0,0,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"we need,more test here in our community",3,garcha covid ko discussion,2,,Jun-44,0,0,0,0,0,1,0,1,0,0,tei orevention.related awareness,-44,0,0,0,0,0,0,0,0,0,1,0,0,"bhaneko namanne, bhid garchan",1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,8888,,,,8888,,,,,,,2,0,1,0,0,0,0,0,0,0,0,,8888,2,0,1,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,,-44,0,0,0,0,0,0,1,0,vaccine lagaida kasto bhayo?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,2,,1,-44,0,0,0,0,0,0,1,0,0,dherai daraune,0,0,0,1,0,,8888,0,0,0,0,0,0,0,1,0,,2 5 9,0,1,0,0,1,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 17:56,1661,4768,-1,8,0,0,0,0,0,0,0,1,0,,52,-1,-1,17,,1 2 4,1,1,0,1,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5 6 7,0,0,0,0,1,1,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,She said she is unknown about covid much.,3,,1,,-44,0,0,0,0,0,0,0,1,0,0,Training not given,6,0,0,0,0,0,1,0,0,0,0,0,0,,1 4,1,0,0,1,0,0,0,,,0,-44,0,0,0,0,0,0,1,0,0,Marin6 vanera dar le jannu hunna,1,1,0,0,0,0,0,1,1,30,1,,1,5,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,2,1,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Many people wanted to get vaccinated and people ask her but she also don't know about it.,-44,0,0,0,0,0,0,0,0,0,1,0,0,Dar ra trash 6,0,,,,,,,,,,,2,,1,2 3,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,,6,0,0,0,0,0,1,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,0,1,0,,-1,-1,-1,-1,-1,-1,
6/26/21 17:58,1417,9203,-1,8,0,0,0,0,0,0,0,1,0,,40,-1,-1,21,,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,,1 3 5 6 7,1,0,1,0,1,1,1,0,0,0,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,7,0,0,0,0,0,0,1,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,8888,0,0,0,0,1,0,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,,2,8888,0,0,0,0,1,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,6,4,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2 3,0,1,1,0,0,0,0,0,0,,1 2 3 8,1,1,1,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 18:09,1196,9717,-1,8,0,0,0,0,0,0,0,1,0,,43,-1,-1,12,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,,8888,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,0,0,0,0,0,0,0,1,0,0,0,medicine khane biramile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,8888,,-44,0,0,0,0,0,0,0,1,0,0,prevention related kuraharu,-44,0,0,0,0,0,0,0,0,0,1,0,0,dont.know,-44,0,0,0,0,1,0,0,"bato chaina, hidna gatho cha",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-44,0,0,1,0,0,0,0,1,0,0,yeta lageko chaina,2,8888,0,0,0,0,1,0,,8888,0,0,0,0,0,0,0,0,1,0,,no covid cases,1,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,,8888,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,8888,0,0,0,0,0,0,0,1,0,,Jan-44,1,0,0,0,0,0,0,0,0,0,1,0,0,gaun ma bjayeko le khasai testo xhaina,-1,-1,-1,-1,-1,-1,
6/26/21 18:12,1624,785,-1,8,0,0,0,0,0,0,0,1,0,,49,-1,-1,28,,1 3 5 -44,1,0,1,0,1,0,0,0,0,1,0,0,dublaudai jane,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6 7,0,0,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,3,,2,,Jun-44,0,0,0,0,0,1,0,1,0,0,social distancing garnus,8 9,0,0,0,0,0,0,0,1,1,0,0,0,,3 4 -44,0,0,1,1,1,0,0,medicines,no,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,1,30,,,1,3,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,2,0,1,0,0,0,0,,Jun-44,0,0,0,0,0,1,0,1,0,0,afnai surakshako lagi nabhetne,no,1,,,,,,,,,,5,2,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,no,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,5 8,0,0,0,0,1,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 18:15,2276,14827,-1,8,0,0,0,0,0,0,0,1,0,,67,-1,-1,14,,1 2 3 -44,1,1,1,0,0,0,0,0,0,1,0,0,diarrhoea,1 3 8 9,1,0,1,0,0,0,0,1,1,0,0,0,0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6 7 -44,0,0,0,0,0,1,1,1,0,0,0,"asthma,",1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,3,,1,,May-44,0,0,0,0,1,0,0,1,0,0,Khop ko bare jankari dine,May-44,0,0,0,0,1,0,0,0,0,1,0,0,bahira bata aune haru kasaile mandinu hudaina quarantine basna,3 4,0,0,1,1,0,0,0,,no,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,8888,,,,8888,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,8888,0,0,0,0,1,0,,6,0,0,0,0,0,1,0,0,0,0,,no,1,,,,,,,,,,5,3,1 3,1,0,1,0,0,0,0,0,,2 3 4 -44,0,1,1,1,0,0,1,0,"bahira desh bata ako launa hudaina bhannu huncha, kasaile chai launa parcha bhannu huncha",1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,no,2 6 8,0,1,0,0,0,1,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,1 2,1,1,0,0,,Mar-44,0,0,1,0,0,0,1,0,0,afu pani gau baira na jau ra bahira bata ayekalai pani isolation ma rakhau.,1 2 9,1,1,0,0,0,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 18:39,1312,8578,-1,-44,0,0,0,0,0,0,0,0,1,Chaudhary language,77,-1,-1,21,,1 2 3 6 7,1,1,1,0,0,1,1,0,0,0,0,0,,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,3 7 8,0,0,1,0,0,0,1,1,0,0,0,0,,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2 6 7 -44,0,1,0,0,0,1,1,1,0,0,0,Couples planning for child birth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,2,0,1,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 3,1,0,1,0,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,1,8888,,,,8888,,1,1,15,,,1,1,0,0,0,0,0,0,0,0,0,,8888,1,1,0,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,3,1,1 3,1,0,1,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:02,1526,7135,-1,8,0,0,0,0,0,0,0,1,0,,53,-1,-1,12,,1 2 3 5,1,1,1,0,1,0,0,0,0,0,0,0,,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,Aug-44,0,0,0,0,0,0,0,1,0,1,0,0,"counselling, home quarantine,",1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2 6 7,0,1,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,3,,-44,0,0,0,0,0,0,0,1,0,0,safe bhayera garnu awareness program bhannu bhayo,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,0,0,1,0,0,0,0,,baranar ko sewa subida paye hunthyo,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,1,,,1,0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,12,3,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,-44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gaunpalika,,-44,0,0,0,0,0,0,0,0,0,1,0,0,thikai cha paila ko bhanda,0,,,,,,,,,,,2,,8888,,,,,,,,,,,,0,0,0,1,0,,1 2 4,1,1,0,1,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:03,1438,16000,-1,8,0,0,0,0,0,0,0,1,0,,12,-1,-1,18,,1 2 4 6 -44,1,1,0,1,0,1,0,0,0,1,0,0,Diarrhoea,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8888,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,2 3,0,1,1,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,3,8888,,,,1,1,3,0,,,,1,1,0,0,0,0,0,0,0,0,0,,2,-44,0,0,0,1,0,0,5000 given by ward,1 3,1,0,1,0,0,0,0,0,0,0,,,2,,,,,,,,,,6,3,1 2 3 4,1,1,1,1,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Not affected,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,5 7 8,0,0,0,0,1,0,1,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:20,1062,5261,-1,8,0,0,0,0,0,0,0,1,0,,24,-1,-1,5,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,1 5 6 7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,3,,1,,3 5 6 -44,0,0,1,0,1,1,0,1,0,0,bhid nagarne,-44,0,0,0,0,0,0,0,0,0,1,0,0,manche haru lai bujhauna garho bhayo,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,,2,,1,5,,,,,,Jan-44,1,0,0,0,0,0,0,1,0,0,dherai garho bhayo bhane isolation center,1,2,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,"kasaile hela, kasaile maya",1,,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,1,4,0,0,0,1,0,0,0,0,,2,,1,2 3 -44,0,1,1,0,0,0,1,0,0,tanab le baulako,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:21,1821,9074,-1,-44,0,0,0,0,0,0,0,0,1,gurung,40,-1,-1,16,,1 2 7 -44,1,1,0,0,0,0,1,0,0,1,0,0,eye pain,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,2 3 4 8,0,1,1,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5 6 7,0,0,0,1,1,1,1,0,0,0,0,,1 4 5 6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,3,,1,,4 5 6 -44,0,0,0,1,1,1,0,1,0,0,social distancing,7,0,0,0,0,0,0,1,0,0,0,0,0,,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,8888,,,,1,3,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,no,1,,,,,,,,,,4,2,1 3,1,0,1,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,Jan-44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,vdc,no,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,,0,,,,,,,,,,,2,,1,2 3,0,1,1,0,0,0,0,0,0,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:41,1641,5781,-1,8,0,0,0,0,0,0,0,1,0,,25,-1,-1,20,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,,1 4,1,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6 7,0,0,0,0,0,1,1,0,0,0,0,,1 4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,4,,1,,2 5 6,0,1,0,0,1,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2 3,1,1,1,0,0,0,0,,,1,,,,,,,,,,,,3,0,0,1,0,0,0,,,,,,,,,,,,,1 3 4,1,0,1,1,0,0,0,0,0,0,,8888,1 2,1,1,0,0,0,0,,3,0,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,6,4,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 4 6 9,0,1,0,1,0,1,0,0,1,0,0,0,,1,2,0,1,0,0,0,0,0,0,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2 3,0,1,1,0,0,0,0,0,0,,1 2 9,1,1,0,0,0,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:47,1634,5478,-1,8,0,0,0,0,0,0,0,1,0,,25,-1,-1,13,,Feb-44,0,1,0,0,0,0,0,0,0,1,0,0,ghati dukhne,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,"but aajkal bhako chaina, yo lockdown le.
But hami hami kura garchau..",3,,Apr-44,0,0,0,1,0,0,0,1,0,0,"mask, no bhidbhat, tei hi",9,0,0,0,0,0,0,0,0,1,0,0,0,,1 2,1,1,0,0,0,0,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,1,30,,,8888,,,,,,,4,0,0,0,1,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,Jan-44,1,0,0,0,0,0,0,1,0,0,but aile samma yesto dekha pareko chaina,"hamro ma tei healthpost matra ho, samanya feber aako matra upachar huncha.
hospital bhako.bhaye hunrhto hamrai gaun ma..
Bhaneko nela gadi hudaina..",1,,,,,,,,,,9,1,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 5 -44,0,1,0,0,1,0,0,0,0,1,0,0,no transportation,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,-44,0,0,0,0,0,0,1,0,0,bahira ko manchw naaide hunthyo,1 5 9,1,0,0,0,1,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/26/21 19:48,1548,2320,-1,8,0,0,0,0,0,0,0,1,0,,72,-1,-1,3,,2 7 -44,0,1,0,0,0,0,1,0,0,1,0,0,Diarrhoea,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,0,0,0,0,0,0,0,1,0,0,0,Dirgarogi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,,1,,7,0,0,0,0,0,0,1,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,1,0,,-44,0,0,0,0,1,0,0,Sab le khop paunu vayo vane,,1,,,,,,,,,,,,1,1,0,0,0,0,0,4,8888,,,,8888,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,6,1,1 3,1,0,1,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vaccine should be provided to all,9999,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,1,0,,8888,0,0,0,0,0,0,0,1,0,,1 2 5,1,1,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
